GEO_ID,NAME,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M
1500000US490111271005,"Block Group 5, Census Tract 1271, Davis County, Utah",427,78,0,11,0,11,0,11,0,11,0,11,0,11,0,11,19,30,0,11,44,41,46,47,42,34,62,58,107,48,26,27,81,51
1500000US490139403001,"Block Group 1, Census Tract 9403, Duchesne County, Utah",779,88,34,22,28,19,66,34,22,19,52,25,37,23,90,38,49,27,38,23,78,27,49,25,151,48,42,24,24,18,17,18,2,3
1500000US490139403002,"Block Group 2, Census Tract 9403, Duchesne County, Utah",478,47,26,18,23,16,37,19,11,10,36,20,13,10,26,16,10,10,31,22,59,24,51,23,69,25,35,21,21,13,24,21,6,7
1500000US490139403003,"Block Group 3, Census Tract 9403, Duchesne County, Utah",356,35,13,14,15,12,30,19,5,7,5,7,28,17,20,15,20,16,19,16,25,16,35,21,41,21,59,26,14,12,16,15,11,13
1500000US490139405001,"Block Group 1, Census Tract 9405, Duchesne County, Utah",820,65,77,26,21,19,28,19,11,13,0,11,18,18,40,25,35,24,35,21,62,30,111,42,168,39,91,38,59,31,43,21,21,16
1500000US490139405002,"Block Group 2, Census Tract 9405, Duchesne County, Utah",560,60,66,26,62,28,54,35,29,26,21,18,26,20,46,28,18,20,25,23,32,20,19,16,113,40,36,21,6,11,7,11,0,11
1500000US490139405003,"Block Group 3, Census Tract 9405, Duchesne County, Utah",603,56,26,20,33,19,12,13,23,18,15,14,50,27,44,24,20,17,29,22,67,41,102,41,95,36,47,25,15,15,19,16,6,9
1500000US490139405004,"Block Group 4, Census Tract 9405, Duchesne County, Utah",821,56,25,19,16,14,17,16,5,8,44,21,22,17,10,8,36,26,22,20,69,34,122,39,138,43,105,39,83,33,52,27,55,26
1500000US490139406001,"Block Group 1, Census Tract 9406, Duchesne County, Utah",393,39,36,18,29,16,22,14,31,19,13,10,37,21,11,12,19,15,14,11,38,17,52,24,39,21,27,18,5,6,14,13,6,9
1500000US490139406002,"Block Group 2, Census Tract 9406, Duchesne County, Utah",706,62,17,17,36,21,38,23,17,15,29,22,36,22,53,30,0,11,8,10,45,19,102,37,118,35,89,33,69,28,37,22,12,12
1500000US490139406003,"Block Group 3, Census Tract 9406, Duchesne County, Utah",676,62,58,29,16,18,13,11,33,22,16,12,18,16,19,16,32,22,29,22,55,26,63,27,110,37,113,44,29,22,45,26,27,17
1500000US490139406004,"Block Group 4, Census Tract 9406, Duchesne County, Utah",411,40,21,18,0,11,10,9,20,14,0,11,10,11,15,16,18,16,15,18,47,26,32,18,90,25,30,19,72,30,13,13,18,15
1500000US490139406005,"Block Group 5, Census Tract 9406, Duchesne County, Utah",265,33,4,6,13,11,5,7,18,14,2,3,17,15,2,3,4,6,0,11,23,16,53,29,47,23,41,23,14,14,7,8,15,12
1500000US490159762001,"Block Group 1, Census Tract 9762, Emery County, Utah",294,61,5,6,4,6,36,29,13,9,10,12,5,8,0,11,25,28,23,24,36,33,28,20,61,36,20,20,28,17,0,11,0,11
1500000US490159762002,"Block Group 2, Census Tract 9762, Emery County, Utah",353,83,62,43,2,3,14,11,18,21,8,9,7,8,1,2,20,23,15,11,19,15,38,24,67,41,48,30,14,14,20,13,0,11
1500000US490159762003,"Block Group 3, Census Tract 9762, Emery County, Utah",416,70,38,22,24,18,0,11,11,13,9,10,44,24,13,15,4,5,28,19,64,30,71,35,34,28,37,36,8,13,17,16,14,14
1500000US490159762004,"Block Group 4, Census Tract 9762, Emery County, Utah",405,66,9,10,17,17,14,13,16,14,29,24,34,30,7,11,33,22,17,14,18,15,77,44,54,26,43,25,20,21,17,19,0,11
1500000US490159763001,"Block Group 1, Census Tract 9763, Emery County, Utah",504,69,15,15,15,18,74,41,36,28,23,20,55,39,12,15,28,24,0,11,68,40,27,26,72,40,53,32,21,22,3,8,2,3
1500000US490159763002,"Block Group 2, Census Tract 9763, Emery County, Utah",532,77,17,26,33,29,3,4,20,21,18,18,11,13,14,17,41,30,38,29,73,47,41,25,89,40,79,36,50,34,5,7,0,11
1500000US490159765001,"Block Group 1, Census Tract 9765, Emery County, Utah",437,50,7,6,8,11,16,13,9,10,11,12,13,14,44,35,17,14,15,13,63,34,67,30,52,26,61,35,20,18,34,31,0,11
1500000US490159765002,"Block Group 2, Census Tract 9765, Emery County, Utah",386,57,21,21,39,27,28,22,26,24,19,21,25,18,33,19,6,6,20,25,18,13,33,24,77,34,16,16,17,17,4,4,4,6
1500000US490159765003,"Block Group 3, Census Tract 9765, Emery County, Utah",338,71,0,11,34,22,20,20,28,21,28,21,20,18,11,12,20,21,0,11,29,22,39,26,51,33,37,25,16,17,0,11,5,9
1500000US490170003001,"Block Group 1, Census Tract 3, Garfield County, Utah",349,63,13,13,9,13,15,22,28,21,47,33,13,19,17,19,9,9,0,11,26,25,86,45,15,12,20,21,18,22,20,21,13,20
1500000US490170003002,"Block Group 2, Census Tract 3, Garfield County, Utah",382,85,42,33,0,11,2,3,0,11,49,32,57,43,0,11,3,5,9,12,27,23,38,31,57,37,71,46,23,27,4,6,0,11
1500000US490170004001,"Block Group 1, Census Tract 4, Garfield County, Utah",535,95,58,33,0,11,42,22,75,39,15,14,10,9,45,33,61,50,17,16,20,15,49,30,69,37,22,27,15,14,18,25,19,18
1500000US490170004002,"Block Group 2, Census Tract 4, Garfield County, Utah",494,89,5,5,26,19,12,8,35,19,15,13,29,19,22,17,43,30,26,16,32,16,84,46,96,28,28,17,15,10,17,12,9,12
1500000US490190002001,"Block Group 1, Census Tract 2, Grand County, Utah",402,115,10,17,0,11,32,50,22,38,18,28,12,21,0,11,18,23,0,11,152,99,0,11,84,66,27,33,16,29,0,11,11,19
1500000US490190002002,"Block Group 2, Census Tract 2, Grand County, Utah",529,181,56,80,34,43,29,46,45,49,44,60,49,56,12,19,0,11,32,49,49,37,116,99,9,14,10,16,0,11,20,33,24,29
1500000US490190002003,"Block Group 3, Census Tract 2, Grand County, Utah",456,147,10,16,0,11,37,48,29,58,0,11,0,11,59,61,0,11,20,21,10,18,111,85,71,71,80,83,0,11,13,21,16,28
1500000US490190002004,"Block Group 4, Census Tract 2, Grand County, Utah",524,181,56,78,17,24,101,130,11,18,0,11,39,35,50,56,21,35,64,68,39,47,56,70,11,18,10,18,32,47,17,28,0,11
1500000US490190003001,"Block Group 1, Census Tract 3, Grand County, Utah",826,154,76,72,31,50,16,25,32,36,10,17,33,46,52,54,9,15,28,31,156,124,159,110,204,126,10,16,0,11,10,18,0,11
1500000US490190003002,"Block Group 2, Census Tract 3, Grand County, Utah",557,206,0,11,32,51,13,22,112,114,79,116,31,37,0,11,37,58,18,29,16,25,40,47,94,91,68,79,0,11,17,34,0,11
1500000US490190003003,"Block Group 3, Census Tract 3, Grand County, Utah",897,188,20,19,27,31,29,35,23,29,73,83,13,18,29,25,87,80,76,76,94,81,193,112,48,35,65,71,64,59,44,45,12,15
1500000US490211101001,"Block Group 1, Census Tract 1101, Iron County, Utah",231,61,8,8,7,7,7,8,14,11,7,6,28,28,8,8,5,7,4,6,27,16,20,14,59,39,11,10,6,7,6,5,14,19
1500000US490211101002,"Block Group 2, Census Tract 1101, Iron County, Utah",617,104,0,11,89,58,14,20,0,11,18,28,52,40,79,51,84,47,18,28,59,49,45,40,43,40,52,40,22,24,26,28,16,23
1500000US490211101003,"Block Group 3, Census Tract 1101, Iron County, Utah",510,108,16,24,22,31,19,28,43,37,16,24,39,36,68,44,15,20,47,41,0,11,52,44,41,37,97,55,19,26,0,11,16,22
1500000US490211101004,"Block Group 4, Census Tract 1101, Iron County, Utah",146,53,0,11,0,11,35,40,7,10,24,28,12,17,7,9,0,11,0,11,13,14,9,12,31,35,6,8,0,11,2,3,0,11
1500000US490211102001,"Block Group 1, Census Tract 1102, Iron County, Utah",431,100,7,13,42,66,13,23,0,11,0,11,38,36,0,11,21,24,54,56,28,45,15,19,78,61,12,20,47,39,31,28,45,49
1500000US490211102002,"Block Group 2, Census Tract 1102, Iron County, Utah",494,104,34,37,0,11,32,47,0,11,67,69,16,27,12,20,63,47,0,11,33,38,95,63,107,70,25,30,10,16,0,11,0,11
1500000US490211102003,"Block Group 3, Census Tract 1102, Iron County, Utah",812,118,30,34,0,11,17,28,13,21,44,58,0,11,122,96,25,30,33,49,42,42,106,68,227,105,51,39,0,11,86,75,16,25
1500000US490211102004,"Block Group 4, Census Tract 1102, Iron County, Utah",472,101,14,24,0,11,0,11,11,20,39,42,0,11,23,35,25,31,34,33,95,66,70,53,106,55,55,55,0,11,0,11,0,11
1500000US490211103001,"Block Group 1, Census Tract 1103, Iron County, Utah",655,116,20,24,43,45,10,15,19,22,8,12,21,22,8,13,17,25,8,12,46,35,112,57,91,48,81,63,44,45,7,12,120,74
1500000US490211103002,"Block Group 2, Census Tract 1103, Iron County, Utah",636,130,45,44,11,16,110,92,30,28,56,61,16,25,89,75,28,39,7,11,86,80,64,47,33,30,29,34,6,9,26,40,0,11
1500000US490211104001,"Block Group 1, Census Tract 1104, Iron County, Utah",432,103,59,62,158,91,36,29,0,11,10,15,10,15,24,28,20,21,9,13,36,41,38,34,32,29,0,11,0,11,0,11,0,11
1500000US490211104002,"Block Group 2, Census Tract 1104, Iron County, Utah",237,85,9,13,0,11,0,11,22,26,20,22,8,12,72,70,10,15,9,15,13,22,8,12,9,15,20,22,9,15,28,19,0,11
1500000US490211104003,"Block Group 3, Census Tract 1104, Iron County, Utah",256,62,25,40,0,11,0,11,20,22,24,29,33,42,10,17,0,11,16,18,25,24,20,16,30,27,19,24,34,44,0,11,0,11
1500000US490211104004,"Block Group 4, Census Tract 1104, Iron County, Utah",541,105,21,22,0,11,20,29,72,71,0,11,12,21,0,11,10,15,17,18,66,57,30,25,160,78,51,38,62,36,0,11,20,23
1500000US490211105001,"Block Group 1, Census Tract 1105, Iron County, Utah",541,131,16,26,98,78,14,23,0,11,29,34,0,11,17,27,14,23,13,20,11,19,36,35,108,70,44,43,106,79,18,29,17,29
1500000US490211105002,"Block Group 2, Census Tract 1105, Iron County, Utah",677,150,35,39,151,122,22,30,17,27,4,10,68,75,12,14,18,25,1,2,35,39,88,61,45,46,72,60,62,67,36,42,11,20
1500000US490211105003,"Block Group 3, Census Tract 1105, Iron County, Utah",1598,277,103,93,193,138,64,75,72,49,75,59,61,74,104,94,179,139,70,59,91,75,173,108,243,128,67,80,82,101,0,11,21,36
1500000US490211105004,"Block Group 4, Census Tract 1105, Iron County, Utah",630,169,18,28,47,71,0,11,18,21,39,61,102,91,41,43,148,107,39,56,32,39,64,67,47,44,11,19,0,11,0,11,24,38
1500000US490211106001,"Block Group 1, Census Tract 1106, Iron County, Utah",429,144,12,20,73,76,53,78,86,70,0,11,12,20,53,69,9,14,41,67,17,17,18,30,27,34,0,11,28,33,0,11,0,11
1500000US490211106002,"Block Group 2, Census Tract 1106, Iron County, Utah",410,150,55,66,13,21,17,29,17,31,81,91,81,79,0,11,12,18,0,11,24,30,96,101,14,25,0,11,0,11,0,11,0,11
1500000US490211106003,"Block Group 3, Census Tract 1106, Iron County, Utah",1326,196,189,157,44,55,59,56,146,126,69,59,117,106,44,48,34,43,100,89,148,95,90,72,112,99,34,47,52,52,77,64,11,18
1500000US490211106004,"Block Group 4, Census Tract 1106, Iron County, Utah",341,141,12,20,57,65,12,20,84,79,14,23,14,23,0,11,0,11,0,11,109,105,8,17,9,16,22,38,0,11,0,11,0,11
1500000US490211107011,"Block Group 1, Census Tract 1107.01, Iron County, Utah",938,171,14,23,0,11,46,54,94,65,18,29,31,37,37,40,114,105,89,72,33,34,177,138,85,66,86,86,34,40,17,26,63,74
1500000US490211107012,"Block Group 2, Census Tract 1107.01, Iron County, Utah",1292,153,40,51,0,11,65,49,15,23,72,87,18,30,0,11,49,47,42,35,119,66,234,111,251,108,194,97,63,55,47,39,83,65
1500000US490211107013,"Block Group 3, Census Tract 1107.01, Iron County, Utah",408,155,150,87,38,59,14,25,0,11,75,80,0,11,13,22,104,101,0,11,0,11,0,11,14,23,0,11,0,11,0,11,0,11
1500000US490211107021,"Block Group 1, Census Tract 1107.02, Iron County, Utah",539,87,28,34,10,13,25,36,34,30,25,25,29,30,47,45,5,7,9,10,83,61,94,51,30,42,24,20,28,22,34,40,34,30
1500000US490211107022,"Block Group 2, Census Tract 1107.02, Iron County, Utah",1416,110,67,54,18,20,40,45,37,28,51,45,42,45,62,33,129,73,31,28,100,45,169,73,311,94,132,66,117,70,51,40,59,44
1500000US490230101001,"Block Group 1, Census Tract 101, Juab County, Utah",580,101,26,25,0,11,9,14,14,17,16,20,32,27,40,48,23,32,32,23,17,16,107,65,90,51,85,57,36,39,47,38,6,10
1500000US490230101002,"Block Group 2, Census Tract 101, Juab County, Utah",340,69,10,16,8,13,7,12,11,18,11,16,33,27,0,11,0,11,10,16,9,14,56,44,71,41,48,35,34,30,32,25,0,11
1500000US490230101003,"Block Group 3, Census Tract 101, Juab County, Utah",666,107,14,17,45,52,0,11,13,20,17,21,23,21,110,61,93,59,0,11,59,53,106,72,82,63,75,57,0,11,29,29,0,11
1500000US490230101004,"Block Group 4, Census Tract 101, Juab County, Utah",398,102,0,11,8,15,61,52,26,28,24,29,0,11,21,20,79,68,7,12,0,11,37,30,52,30,0,11,76,56,0,11,7,12
1500000US490230102001,"Block Group 1, Census Tract 102, Juab County, Utah",345,61,30,22,8,11,27,22,18,19,3,4,11,11,18,13,23,16,18,18,65,31,21,16,42,26,24,19,17,15,16,14,4,7
1500000US490230102002,"Block Group 2, Census Tract 102, Juab County, Utah",776,93,15,17,8,10,19,18,20,16,20,14,38,29,49,34,56,36,39,29,73,34,40,30,153,48,96,38,26,15,36,21,88,58
1500000US490230102003,"Block Group 3, Census Tract 102, Juab County, Utah",359,66,4,7,5,8,39,40,23,17,21,19,33,24,37,25,15,17,5,8,29,22,20,14,71,37,15,10,7,7,29,22,6,10
1500000US490251301001,"Block Group 1, Census Tract 1301, Kane County, Utah",230,83,2,3,0,11,4,5,35,36,10,8,87,56,4,6,0,11,12,12,0,11,36,41,18,14,0,11,22,24,0,11,0,11
1500000US490251301002,"Block Group 2, Census Tract 1301, Kane County, Utah",273,68,10,12,25,24,21,25,3,6,23,22,7,12,16,19,45,32,12,12,34,24,6,6,27,22,32,23,0,11,6,11,6,12
1500000US490251301003,"Block Group 3, Census Tract 1301, Kane County, Utah",293,60,16,14,13,11,3,4,25,18,8,11,5,8,6,5,19,14,18,12,24,17,39,22,71,36,15,12,23,16,3,5,5,6
1500000US490251302001,"Block Group 1, Census Tract 1302, Kane County, Utah",577,113,41,40,23,27,45,44,82,66,12,20,0,11,5,10,0,11,49,44,62,48,19,30,40,40,86,51,100,60,13,22,0,11
1500000US490251302002,"Block Group 2, Census Tract 1302, Kane County, Utah",257,111,73,65,19,31,0,11,0,11,27,34,12,18,37,48,10,23,0,11,0,11,0,11,53,55,0,11,15,27,11,21,0,11
1500000US490251302003,"Block Group 3, Census Tract 1302, Kane County, Utah",507,109,32,35,12,19,0,11,19,31,39,47,89,86,12,21,52,47,13,23,0,11,44,50,123,72,32,36,0,11,40,55,0,11
1500000US490251302004,"Block Group 4, Census Tract 1302, Kane County, Utah",506,131,28,31,29,34,0,11,12,20,16,24,17,27,75,67,20,22,67,52,29,32,51,47,66,57,66,75,0,11,5,10,25,30
1500000US490279741001,"Block Group 1, Census Tract 9741, Millard County, Utah",456,72,13,15,11,10,8,8,12,13,8,8,19,18,32,37,27,16,11,10,34,24,95,61,59,26,56,43,37,22,16,12,18,16
1500000US490279741002,"Block Group 2, Census Tract 9741, Millard County, Utah",314,82,70,50,32,48,24,25,0,11,12,18,0,11,0,11,0,11,9,14,0,11,48,47,18,18,21,19,71,64,0,11,9,16
1500000US490279741003,"Block Group 3, Census Tract 9741, Millard County, Utah",559,99,17,21,0,11,0,11,0,11,92,79,53,58,0,11,0,11,13,20,39,30,45,35,133,84,39,27,57,36,65,47,6,10
1500000US490279741004,"Block Group 4, Census Tract 9741, Millard County, Utah",322,94,0,11,17,18,0,11,61,67,32,28,53,55,0,11,0,11,54,48,17,18,19,21,40,45,18,20,11,17,0,11,0,11
1500000US490279742001,"Block Group 1, Census Tract 9742, Millard County, Utah",396,82,45,32,2,4,13,9,25,30,10,10,30,27,41,35,12,14,9,9,27,27,60,40,51,29,28,16,26,21,6,6,11,16
1500000US490279742002,"Block Group 2, Census Tract 9742, Millard County, Utah",180,53,0,11,18,21,7,10,0,11,9,13,7,11,23,33,0,11,9,15,10,15,21,23,9,16,31,23,2,4,6,9,28,33
1500000US490279742003,"Block Group 3, Census Tract 9742, Millard County, Utah",379,74,9,14,0,11,10,14,18,19,15,21,0,11,0,11,33,30,44,48,24,26,32,27,141,63,9,14,11,17,33,37,0,11
1500000US490279743001,"Block Group 1, Census Tract 9743, Millard County, Utah",332,62,1,3,17,15,6,5,18,15,24,20,13,10,13,12,38,31,20,13,6,6,60,25,33,15,51,25,18,11,11,10,3,3
1500000US490279743002,"Block Group 2, Census Tract 9743, Millard County, Utah",471,78,22,16,20,17,20,18,29,18,46,38,17,12,21,15,20,16,11,12,32,18,92,57,41,21,52,35,18,14,6,6,24,31
1500000US490279743003,"Block Group 3, Census Tract 9743, Millard County, Utah",487,79,14,12,16,11,26,25,8,8,16,14,24,25,45,35,26,24,37,34,45,41,55,33,53,28,67,48,18,18,18,22,19,15
1500000US490279743004,"Block Group 4, Census Tract 9743, Millard County, Utah",441,72,8,8,4,6,4,5,12,17,4,6,9,13,61,54,40,33,43,25,56,40,44,35,92,43,40,41,11,14,0,11,13,14
1500000US490299701001,"Block Group 1, Census Tract 9701, Morgan County, Utah",1233,135,23,28,27,38,19,31,0,11,21,24,21,24,61,59,5,9,49,38,52,40,89,48,170,83,184,80,93,54,186,84,233,93
1500000US490299701002,"Block Group 2, Census Tract 9701, Morgan County, Utah",763,74,5,9,6,11,6,11,18,17,24,22,12,15,38,29,45,34,21,25,54,40,128,51,132,56,83,38,82,39,51,36,58,35
1500000US490299701003,"Block Group 3, Census Tract 9701, Morgan County, Utah",530,73,36,37,0,11,0,11,7,10,0,11,21,19,11,16,40,36,49,33,50,29,55,31,101,58,72,44,27,16,49,33,12,14
1500000US490299701004,"Block Group 4, Census Tract 9701, Morgan County, Utah",423,93,17,28,0,11,0,11,0,11,0,11,0,11,0,11,21,32,0,11,57,44,56,45,72,38,43,56,77,66,49,45,31,30
1500000US490299702001,"Block Group 1, Census Tract 9702, Morgan County, Utah",416,49,6,9,21,18,4,8,0,11,12,13,12,13,17,15,21,23,20,26,48,38,42,30,59,27,47,24,27,18,46,23,34,21
1500000US490319601001,"Block Group 1, Census Tract 9601, Piute County, Utah",276,41,17,9,20,18,10,6,18,11,28,17,13,7,8,7,20,14,3,3,28,12,50,26,32,15,11,7,16,14,0,11,2,2
1500000US490319601002,"Block Group 2, Census Tract 9601, Piute County, Utah",256,46,6,8,15,14,14,13,34,22,7,9,10,12,42,24,11,11,9,10,11,10,15,10,45,21,7,6,14,10,11,12,5,7
1500000US490339501001,"Block Group 1, Census Tract 9501, Rich County, Utah",308,71,8,12,3,5,9,12,19,13,31,22,9,7,1,4,39,37,11,8,34,25,53,36,35,17,13,13,3,5,22,21,18,13
1500000US490339501002,"Block Group 2, Census Tract 9501, Rich County, Utah",327,70,8,11,10,10,10,9,7,10,32,27,19,27,10,12,10,11,56,36,15,14,23,17,50,22,28,19,9,11,22,17,18,13
1500000US490351001001,"Block Group 1, Census Tract 1001, Salt Lake County, Utah",219,50,10,16,0,11,0,11,11,16,32,34,8,11,4,8,5,9,15,17,31,21,50,26,35,29,0,11,0,11,4,7,14,18
1500000US490351001002,"Block Group 2, Census Tract 1001, Salt Lake County, Utah",555,63,83,53,14,16,33,29,13,19,27,33,41,44,0,11,12,13,30,17,40,27,46,29,97,48,52,33,24,22,42,54,1,5
1500000US490351002001,"Block Group 1, Census Tract 1002, Salt Lake County, Utah",543,47,5,8,4,6,21,27,16,14,0,11,12,12,0,11,20,16,0,11,11,12,70,28,42,27,78,44,56,30,48,33,160,48
1500000US490351003061,"Block Group 1, Census Tract 1003.06, Salt Lake County, Utah",581,111,49,51,25,41,27,27,6,9,57,55,38,45,43,48,58,57,93,68,31,25,57,46,54,48,12,20,31,26,0,11,0,11
1500000US490351003062,"Block Group 2, Census Tract 1003.06, Salt Lake County, Utah",769,132,126,74,77,57,20,23,9,15,46,46,55,38,29,31,41,49,12,18,113,87,90,59,45,37,36,41,9,15,0,11,61,72
1500000US490351003063,"Block Group 3, Census Tract 1003.06, Salt Lake County, Utah",422,99,10,15,43,52,0,11,35,41,19,20,10,16,35,42,53,53,21,25,81,59,57,42,31,27,20,22,0,11,0,11,7,13
1500000US490351003071,"Block Group 1, Census Tract 1003.07, Salt Lake County, Utah",628,112,12,19,28,39,0,11,50,49,82,70,27,26,21,24,43,28,8,12,36,26,82,70,133,67,8,12,18,27,45,54,35,30
1500000US490351003072,"Block Group 2, Census Tract 1003.07, Salt Lake County, Utah",396,115,41,54,0,11,0,11,0,11,0,11,36,43,0,11,0,11,26,38,53,56,59,55,85,44,0,11,49,47,40,32,7,12
1500000US490351003073,"Block Group 3, Census Tract 1003.07, Salt Lake County, Utah",297,80,0,11,0,11,28,44,0,11,17,28,0,11,7,14,9,15,27,42,6,12,17,30,45,28,70,37,15,18,28,32,28,29
1500000US490351003081,"Block Group 1, Census Tract 1003.08, Salt Lake County, Utah",752,116,64,72,138,84,56,57,47,45,0,11,92,70,43,49,32,36,40,43,85,72,38,30,70,62,12,18,7,13,21,25,7,10
1500000US490351003082,"Block Group 2, Census Tract 1003.08, Salt Lake County, Utah",556,118,28,38,84,59,36,40,0,11,0,11,45,42,30,45,20,31,18,28,84,55,117,82,39,38,16,21,25,36,7,12,7,12
1500000US490351005001,"Block Group 1, Census Tract 1005, Salt Lake County, Utah",264,74,0,11,0,11,0,11,31,35,49,71,0,11,0,11,16,26,0,11,18,27,0,11,33,45,16,28,49,46,52,42,0,11
1500000US490351005002,"Block Group 2, Census Tract 1005, Salt Lake County, Utah",403,105,0,11,0,11,15,26,66,68,0,11,0,11,13,20,48,75,42,39,0,11,119,101,85,71,0,11,15,23,0,11,0,11
1500000US490351005003,"Block Group 3, Census Tract 1005, Salt Lake County, Utah",515,149,0,11,20,32,0,11,37,41,16,26,127,85,44,71,0,11,0,11,32,38,50,47,68,52,79,79,42,67,0,11,0,11
1500000US490351005004,"Block Group 4, Census Tract 1005, Salt Lake County, Utah",356,119,0,11,62,57,0,11,16,26,0,11,0,11,58,68,0,11,31,36,27,34,11,19,50,45,85,112,16,26,0,11,0,11
1500000US490351005005,"Block Group 5, Census Tract 1005, Salt Lake County, Utah",629,179,135,131,58,60,43,47,20,32,0,11,0,11,0,11,17,28,69,111,18,29,184,163,65,103,20,32,0,11,0,11,0,11
1500000US490351006001,"Block Group 1, Census Tract 1006, Salt Lake County, Utah",470,124,48,47,20,32,0,11,79,95,23,37,57,53,30,34,16,27,34,40,15,26,80,61,14,24,54,51,0,11,0,11,0,11
1500000US490351006002,"Block Group 2, Census Tract 1006, Salt Lake County, Utah",278,104,19,29,18,28,21,33,0,11,21,34,57,89,12,10,31,35,11,18,19,30,42,48,0,11,0,11,0,11,27,32,0,11
1500000US490351006003,"Block Group 3, Census Tract 1006, Salt Lake County, Utah",407,125,15,26,53,83,0,11,23,42,0,11,18,31,24,43,19,30,37,41,0,11,51,50,87,76,20,32,39,44,21,34,0,11
1500000US490351006004,"Block Group 4, Census Tract 1006, Salt Lake County, Utah",754,132,137,118,51,81,31,36,15,24,56,88,32,36,19,31,72,88,0,11,30,36,48,78,176,150,72,93,0,11,15,24,0,11
1500000US490351006005,"Block Group 5, Census Tract 1006, Salt Lake County, Utah",371,145,0,11,0,11,33,40,0,11,60,94,0,11,25,43,0,11,98,120,21,35,60,55,62,100,0,11,12,21,0,11,0,11
1500000US490351007001,"Block Group 1, Census Tract 1007, Salt Lake County, Utah",616,109,19,28,0,11,14,15,0,11,23,27,73,59,15,16,19,22,43,43,47,50,93,73,32,27,90,54,57,35,56,48,35,37
1500000US490351007002,"Block Group 2, Census Tract 1007, Salt Lake County, Utah",492,79,0,11,14,23,21,24,50,31,0,11,9,13,20,23,28,29,17,18,22,29,79,45,105,63,68,53,5,8,24,22,30,29
1500000US490351007003,"Block Group 3, Census Tract 1007, Salt Lake County, Utah",539,84,83,53,42,26,43,37,37,28,75,53,0,11,21,22,8,13,28,34,20,23,28,29,26,25,39,32,20,22,64,45,5,9
1500000US490351008001,"Block Group 1, Census Tract 1008, Salt Lake County, Utah",490,85,0,11,9,14,29,47,42,32,11,20,40,27,26,34,10,16,20,22,87,58,107,73,29,27,35,24,0,11,27,29,18,19
1500000US490351008002,"Block Group 2, Census Tract 1008, Salt Lake County, Utah",441,81,14,22,9,14,15,17,16,19,15,16,31,40,43,38,41,31,27,25,25,25,43,35,31,25,59,53,24,30,8,12,40,30
1500000US490351008003,"Block Group 3, Census Tract 1008, Salt Lake County, Utah",489,77,58,48,36,24,10,15,17,19,70,58,23,27,14,16,8,12,33,30,22,25,53,30,67,44,31,23,9,13,30,27,8,13
1500000US490351010001,"Block Group 1, Census Tract 1010, Salt Lake County, Utah",564,70,0,11,10,15,28,20,0,11,0,11,25,23,0,11,36,34,44,45,36,37,46,33,112,51,80,45,33,24,42,27,72,42
1500000US490351010002,"Block Group 2, Census Tract 1010, Salt Lake County, Utah",844,85,27,25,46,59,40,30,18,22,54,50,7,12,37,30,11,19,10,16,31,26,47,26,57,37,75,45,138,75,90,52,156,71
1500000US490351011011,"Block Group 1, Census Tract 1011.01, Salt Lake County, Utah",575,104,30,27,10,16,45,57,51,71,10,16,38,35,18,20,0,11,24,27,22,24,126,68,88,55,52,34,50,36,0,11,11,17
1500000US490351011012,"Block Group 2, Census Tract 1011.01, Salt Lake County, Utah",536,101,19,22,44,55,10,16,16,26,83,84,30,28,11,17,31,28,56,40,44,40,21,23,10,16,61,50,55,54,25,27,20,22
1500000US490351011021,"Block Group 1, Census Tract 1011.02, Salt Lake County, Utah",941,155,133,89,0,11,0,11,47,73,113,113,38,63,147,106,21,32,60,61,58,49,109,70,94,74,46,53,21,35,54,58,0,11
1500000US490351011022,"Block Group 2, Census Tract 1011.02, Salt Lake County, Utah",738,150,26,32,0,11,56,71,15,25,63,97,64,74,0,11,52,62,15,23,45,38,89,74,46,42,122,96,0,11,71,79,74,66
1500000US490351011023,"Block Group 3, Census Tract 1011.02, Salt Lake County, Utah",482,118,31,36,15,24,31,28,0,11,29,45,0,11,44,43,14,24,14,23,84,76,0,11,80,71,61,62,0,11,79,70,0,11
1500000US490351012001,"Block Group 1, Census Tract 1012, Salt Lake County, Utah",537,101,0,11,21,28,15,22,0,11,0,11,15,24,0,11,0,11,0,11,25,21,0,11,58,47,77,71,78,61,119,82,129,80
1500000US490351012002,"Block Group 2, Census Tract 1012, Salt Lake County, Utah",461,138,0,11,121,101,14,21,0,11,0,11,0,11,0,11,0,11,0,11,36,35,63,79,68,56,14,23,19,31,0,11,126,68
1500000US490351012003,"Block Group 3, Census Tract 1012, Salt Lake County, Utah",630,122,11,17,0,11,47,46,46,68,99,97,29,36,52,50,21,33,40,39,27,31,129,85,40,37,13,21,32,50,0,11,44,46
