"B19013_001E","B19013_001M","GEO_ID","NAME"
"36563","25399","1500000US490190002002","Block Group 2, Census Tract 2, Grand County, Utah"
"69074","10839","1500000US490190002003","Block Group 3, Census Tract 2, Grand County, Utah"
"36900","13362","1500000US490190002004","Block Group 4, Census Tract 2, Grand County, Utah"
"53269","12063","1500000US490190003001","Block Group 1, Census Tract 3, Grand County, Utah"
"40777","33267","1500000US490190003002","Block Group 2, Census Tract 3, Grand County, Utah"
"56607","11717","1500000US490190003003","Block Group 3, Census Tract 3, Grand County, Utah"
"61250","14587","1500000US490211101001","Block Group 1, Census Tract 1101, Iron County, Utah"
"42478","6793","1500000US490211101002","Block Group 2, Census Tract 1101, Iron County, Utah"
"46848","18460","1500000US490211101003","Block Group 3, Census Tract 1101, Iron County, Utah"
"33958","25161","1500000US490211101004","Block Group 4, Census Tract 1101, Iron County, Utah"
"64583","37908","1500000US490211102001","Block Group 1, Census Tract 1102, Iron County, Utah"
"56364","20413","1500000US490211102002","Block Group 2, Census Tract 1102, Iron County, Utah"
"69773","17101","1500000US490211102003","Block Group 3, Census Tract 1102, Iron County, Utah"
"57269","17377","1500000US490211102004","Block Group 4, Census Tract 1102, Iron County, Utah"
"79922","26959","1500000US490211103001","Block Group 1, Census Tract 1103, Iron County, Utah"
"37273","10920","1500000US490211103002","Block Group 2, Census Tract 1103, Iron County, Utah"
"14963","9858","1500000US490211104001","Block Group 1, Census Tract 1104, Iron County, Utah"
"39155","9476","1500000US490211104002","Block Group 2, Census Tract 1104, Iron County, Utah"
"48750","20716","1500000US490211104003","Block Group 3, Census Tract 1104, Iron County, Utah"
"80662","21250","1500000US490211104004","Block Group 4, Census Tract 1104, Iron County, Utah"
"82813","22282","1500000US490211105001","Block Group 1, Census Tract 1105, Iron County, Utah"
"55644","34570","1500000US490211105002","Block Group 2, Census Tract 1105, Iron County, Utah"
"43415","7624","1500000US490211105003","Block Group 3, Census Tract 1105, Iron County, Utah"
"41563","4401","1500000US490211105004","Block Group 4, Census Tract 1105, Iron County, Utah"
"24661","19415","1500000US490211106001","Block Group 1, Census Tract 1106, Iron County, Utah"
"33179","6452","1500000US490211106002","Block Group 2, Census Tract 1106, Iron County, Utah"
"39716","15030","1500000US490211106003","Block Group 3, Census Tract 1106, Iron County, Utah"
"-","**","1500000US490211106004","Block Group 4, Census Tract 1106, Iron County, Utah"
"55909","18004","1500000US490211107011","Block Group 1, Census Tract 1107.01, Iron County, Utah"
"74259","12053","1500000US490211107012","Block Group 2, Census Tract 1107.01, Iron County, Utah"
"25357","22537","1500000US490211107013","Block Group 3, Census Tract 1107.01, Iron County, Utah"
"54277","10230","1500000US490211107021","Block Group 1, Census Tract 1107.02, Iron County, Utah"
"72683","8034","1500000US490211107022","Block Group 2, Census Tract 1107.02, Iron County, Utah"
"73088","9056","1500000US490230101001","Block Group 1, Census Tract 101, Juab County, Utah"
"83667","21955","1500000US490230101002","Block Group 2, Census Tract 101, Juab County, Utah"
"53357","15855","1500000US490230101003","Block Group 3, Census Tract 101, Juab County, Utah"
"43684","16997","1500000US490230101004","Block Group 4, Census Tract 101, Juab County, Utah"
"54063","5919","1500000US490230102001","Block Group 1, Census Tract 102, Juab County, Utah"
"76964","14863","1500000US490230102002","Block Group 2, Census Tract 102, Juab County, Utah"
"48750","17695","1500000US490230102003","Block Group 3, Census Tract 102, Juab County, Utah"
"34339","1363","1500000US490251301001","Block Group 1, Census Tract 1301, Kane County, Utah"
"42316","6131","1500000US490251301002","Block Group 2, Census Tract 1301, Kane County, Utah"
"65114","12428","1500000US490251301003","Block Group 3, Census Tract 1301, Kane County, Utah"
"52950","16971","1500000US490251302001","Block Group 1, Census Tract 1302, Kane County, Utah"
"34479","16036","1500000US490251302002","Block Group 2, Census Tract 1302, Kane County, Utah"
"44821","41117","1500000US490251302003","Block Group 3, Census Tract 1302, Kane County, Utah"
"47090","19309","1500000US490251302004","Block Group 4, Census Tract 1302, Kane County, Utah"
"69653","6468","1500000US490279741001","Block Group 1, Census Tract 9741, Millard County, Utah"
"65385","59487","1500000US490279741002","Block Group 2, Census Tract 9741, Millard County, Utah"
"86202","26458","1500000US490279741003","Block Group 3, Census Tract 9741, Millard County, Utah"
"32406","29889","1500000US490279741004","Block Group 4, Census Tract 9741, Millard County, Utah"
"58182","19680","1500000US490279742001","Block Group 1, Census Tract 9742, Millard County, Utah"
"66944","30673","1500000US490279742002","Block Group 2, Census Tract 9742, Millard County, Utah"
"80212","25766","1500000US490279742003","Block Group 3, Census Tract 9742, Millard County, Utah"
"62500","15591","1500000US490279743001","Block Group 1, Census Tract 9743, Millard County, Utah"
"59479","12684","1500000US490279743002","Block Group 2, Census Tract 9743, Millard County, Utah"
"57072","11203","1500000US490279743003","Block Group 3, Census Tract 9743, Millard County, Utah"
"57455","11022","1500000US490279743004","Block Group 4, Census Tract 9743, Millard County, Utah"
"109761","18355","1500000US490299701001","Block Group 1, Census Tract 9701, Morgan County, Utah"
"79479","12066","1500000US490299701002","Block Group 2, Census Tract 9701, Morgan County, Utah"
"72115","12646","1500000US490299701003","Block Group 3, Census Tract 9701, Morgan County, Utah"
"92361","55654","1500000US490299701004","Block Group 4, Census Tract 9701, Morgan County, Utah"
"77083","17458","1500000US490299702001","Block Group 1, Census Tract 9702, Morgan County, Utah"
"50278","17272","1500000US490319601001","Block Group 1, Census Tract 9601, Piute County, Utah"
"40000","7570","1500000US490319601002","Block Group 2, Census Tract 9601, Piute County, Utah"
"58864","5867","1500000US490339501001","Block Group 1, Census Tract 9501, Rich County, Utah"
"52917","13380","1500000US490339501002","Block Group 2, Census Tract 9501, Rich County, Utah"
"55694","10010","1500000US490351001001","Block Group 1, Census Tract 1001, Salt Lake County, Utah"
"54402","22609","1500000US490351001002","Block Group 2, Census Tract 1001, Salt Lake County, Utah"
"123750","17308","1500000US490351002001","Block Group 1, Census Tract 1002, Salt Lake County, Utah"
"44219","5181","1500000US490351003061","Block Group 1, Census Tract 1003.06, Salt Lake County, Utah"
"41372","16044","1500000US490351003062","Block Group 2, Census Tract 1003.06, Salt Lake County, Utah"
"45714","11960","1500000US490351003063","Block Group 3, Census Tract 1003.06, Salt Lake County, Utah"
"62818","17365","1500000US490351003071","Block Group 1, Census Tract 1003.07, Salt Lake County, Utah"
"66750","22006","1500000US490351003072","Block Group 2, Census Tract 1003.07, Salt Lake County, Utah"
"91875","22202","1500000US490351003073","Block Group 3, Census Tract 1003.07, Salt Lake County, Utah"
"31929","9497","1500000US490351003081","Block Group 1, Census Tract 1003.08, Salt Lake County, Utah"
"53590","14083","1500000US490351003082","Block Group 2, Census Tract 1003.08, Salt Lake County, Utah"
"86328","63755","1500000US490351005001","Block Group 1, Census Tract 1005, Salt Lake County, Utah"
"60781","23532","1500000US490351005002","Block Group 2, Census Tract 1005, Salt Lake County, Utah"
"52109","32437","1500000US490351005003","Block Group 3, Census Tract 1005, Salt Lake County, Utah"
"51833","43565","1500000US490351005004","Block Group 4, Census Tract 1005, Salt Lake County, Utah"
"46504","37567","1500000US490351005005","Block Group 5, Census Tract 1005, Salt Lake County, Utah"
"36250","13448","1500000US490351006001","Block Group 1, Census Tract 1006, Salt Lake County, Utah"
"38125","15512","1500000US490351006002","Block Group 2, Census Tract 1006, Salt Lake County, Utah"
"64408","34247","1500000US490351006003","Block Group 3, Census Tract 1006, Salt Lake County, Utah"
"41250","33047","1500000US490351006004","Block Group 4, Census Tract 1006, Salt Lake County, Utah"
"49222","14135","1500000US490351006005","Block Group 5, Census Tract 1006, Salt Lake County, Utah"
"63690","20692","1500000US490351007001","Block Group 1, Census Tract 1007, Salt Lake County, Utah"
"71042","17860","1500000US490351007002","Block Group 2, Census Tract 1007, Salt Lake County, Utah"
"28688","16286","1500000US490351007003","Block Group 3, Census Tract 1007, Salt Lake County, Utah"
"57661","14455","1500000US490351008001","Block Group 1, Census Tract 1008, Salt Lake County, Utah"
"57847","22683","1500000US490351008002","Block Group 2, Census Tract 1008, Salt Lake County, Utah"
"46181","14337","1500000US490351008003","Block Group 3, Census Tract 1008, Salt Lake County, Utah"
"84250","17336","1500000US490351010001","Block Group 1, Census Tract 1010, Salt Lake County, Utah"
"106296","29298","1500000US490351010002","Block Group 2, Census Tract 1010, Salt Lake County, Utah"
"62101","7501","1500000US490351011011","Block Group 1, Census Tract 1011.01, Salt Lake County, Utah"
"46071","7646","1500000US490351011012","Block Group 2, Census Tract 1011.01, Salt Lake County, Utah"
"39625","14367","1500000US490351011021","Block Group 1, Census Tract 1011.02, Salt Lake County, Utah"
"63810","26726","1500000US490351011022","Block Group 2, Census Tract 1011.02, Salt Lake County, Utah"
"55000","45267","1500000US490351011023","Block Group 3, Census Tract 1011.02, Salt Lake County, Utah"
"139492","24508","1500000US490351012001","Block Group 1, Census Tract 1012, Salt Lake County, Utah"
"74825","32677","1500000US490351012002","Block Group 2, Census Tract 1012, Salt Lake County, Utah"
"48125","18175","1500000US490351012003","Block Group 3, Census Tract 1012, Salt Lake County, Utah"
"46250","15156","1500000US490351012004","Block Group 4, Census Tract 1012, Salt Lake County, Utah"
"33487","18042","1500000US490351014001","Block Group 1, Census Tract 1014, Salt Lake County, Utah"
"27284","13305","1500000US490351014002","Block Group 2, Census Tract 1014, Salt Lake County, Utah"
"23380","3624","1500000US490351014003","Block Group 3, Census Tract 1014, Salt Lake County, Utah"
"25833","9197","1500000US490351015001","Block Group 1, Census Tract 1015, Salt Lake County, Utah"
"44103","9403","1500000US490351015002","Block Group 2, Census Tract 1015, Salt Lake County, Utah"
"42969","14466","1500000US490351015003","Block Group 3, Census Tract 1015, Salt Lake County, Utah"
"32125","13526","1500000US490351015004","Block Group 4, Census Tract 1015, Salt Lake County, Utah"
"22000","10845","1500000US490351016001","Block Group 1, Census Tract 1016, Salt Lake County, Utah"
"47643","9333","1500000US490351016002","Block Group 2, Census Tract 1016, Salt Lake County, Utah"
"65469","24624","1500000US490351016003","Block Group 3, Census Tract 1016, Salt Lake County, Utah"
"50444","10047","1500000US490351017001","Block Group 1, Census Tract 1017, Salt Lake County, Utah"
"44338","13034","1500000US490351017002","Block Group 2, Census Tract 1017, Salt Lake County, Utah"
"63750","10213","1500000US490351017003","Block Group 3, Census Tract 1017, Salt Lake County, Utah"
"36313","24116","1500000US490351018001","Block Group 1, Census Tract 1018, Salt Lake County, Utah"
"48264","12959","1500000US490351018002","Block Group 2, Census Tract 1018, Salt Lake County, Utah"
"61707","12081","1500000US490351018003","Block Group 3, Census Tract 1018, Salt Lake County, Utah"
"27440","11484","1500000US490351019001","Block Group 1, Census Tract 1019, Salt Lake County, Utah"
"59875","11682","1500000US490351019002","Block Group 2, Census Tract 1019, Salt Lake County, Utah"
"49167","11388","1500000US490351020001","Block Group 1, Census Tract 1020, Salt Lake County, Utah"
"53750","15722","1500000US490351020002","Block Group 2, Census Tract 1020, Salt Lake County, Utah"
"30638","6786","1500000US490351020003","Block Group 3, Census Tract 1020, Salt Lake County, Utah"
"42444","4462","1500000US490351021001","Block Group 1, Census Tract 1021, Salt Lake County, Utah"
"42614","29229","1500000US490351023001","Block Group 1, Census Tract 1023, Salt Lake County, Utah"
"24398","8757","1500000US490351023002","Block Group 2, Census Tract 1023, Salt Lake County, Utah"
"45177","7826","1500000US490351025001","Block Group 1, Census Tract 1025, Salt Lake County, Utah"
"34082","25558","1500000US490351026001","Block Group 1, Census Tract 1026, Salt Lake County, Utah"
"46607","8109","1500000US490351026002","Block Group 2, Census Tract 1026, Salt Lake County, Utah"
"34293","20316","1500000US490351026003","Block Group 3, Census Tract 1026, Salt Lake County, Utah"
"46250","15812","1500000US490351027011","Block Group 1, Census Tract 1027.01, Salt Lake County, Utah"
"39327","6658","1500000US490351027012","Block Group 2, Census Tract 1027.01, Salt Lake County, Utah"
"57768","19003","1500000US490351027013","Block Group 3, Census Tract 1027.01, Salt Lake County, Utah"
"37212","9899","1500000US490351027021","Block Group 1, Census Tract 1027.02, Salt Lake County, Utah"
"50820","18696","1500000US490351027022","Block Group 2, Census Tract 1027.02, Salt Lake County, Utah"
"51716","24033","1500000US490351028011","Block Group 1, Census Tract 1028.01, Salt Lake County, Utah"
"63750","14984","1500000US490351028012","Block Group 2, Census Tract 1028.01, Salt Lake County, Utah"
"49941","8931","1500000US490351028013","Block Group 3, Census Tract 1028.01, Salt Lake County, Utah"
"39821","8513","1500000US490351028021","Block Group 1, Census Tract 1028.02, Salt Lake County, Utah"
"77173","9071","1500000US490351028022","Block Group 2, Census Tract 1028.02, Salt Lake County, Utah"
"68672","14602","1500000US490351028023","Block Group 3, Census Tract 1028.02, Salt Lake County, Utah"
"20225","5506","1500000US490351029001","Block Group 1, Census Tract 1029, Salt Lake County, Utah"
"56096","18520","1500000US490351029002","Block Group 2, Census Tract 1029, Salt Lake County, Utah"
"36833","12616","1500000US490351029003","Block Group 3, Census Tract 1029, Salt Lake County, Utah"
"80893","31388","1500000US490351030001","Block Group 1, Census Tract 1030, Salt Lake County, Utah"
"74565","13830","1500000US490351030002","Block Group 2, Census Tract 1030, Salt Lake County, Utah"
"65313","19625","1500000US490351031001","Block Group 1, Census Tract 1031, Salt Lake County, Utah"
"77326","12952","1500000US490351031002","Block Group 2, Census Tract 1031, Salt Lake County, Utah"
"27120","16026","1500000US490351031003","Block Group 3, Census Tract 1031, Salt Lake County, Utah"
"71486","18728","1500000US490351032001","Block Group 1, Census Tract 1032, Salt Lake County, Utah"
"64107","38263","1500000US490351032002","Block Group 2, Census Tract 1032, Salt Lake County, Utah"
"28750","24119","1500000US490351032003","Block Group 3, Census Tract 1032, Salt Lake County, Utah"
"64145","16782","1500000US490351033001","Block Group 1, Census Tract 1033, Salt Lake County, Utah"
"63615","28719","1500000US490351033002","Block Group 2, Census Tract 1033, Salt Lake County, Utah"
"58259","21795","1500000US490351033003","Block Group 3, Census Tract 1033, Salt Lake County, Utah"
"81711","26870","1500000US490351034001","Block Group 1, Census Tract 1034, Salt Lake County, Utah"
"73205","11555","1500000US490351034002","Block Group 2, Census Tract 1034, Salt Lake County, Utah"
"85441","45190","1500000US490351034003","Block Group 3, Census Tract 1034, Salt Lake County, Utah"
"134028","53627","1500000US490351035001","Block Group 1, Census Tract 1035, Salt Lake County, Utah"
"84813","19808","1500000US490351035002","Block Group 2, Census Tract 1035, Salt Lake County, Utah"
"72692","15773","1500000US490351035003","Block Group 3, Census Tract 1035, Salt Lake County, Utah"
"124313","23435","1500000US490351036001","Block Group 1, Census Tract 1036, Salt Lake County, Utah"
"131771","21523","1500000US490351036002","Block Group 2, Census Tract 1036, Salt Lake County, Utah"
"124722","49587","1500000US490351037001","Block Group 1, Census Tract 1037, Salt Lake County, Utah"
"101908","28654","1500000US490351037002","Block Group 2, Census Tract 1037, Salt Lake County, Utah"
"124063","30880","1500000US490351038001","Block Group 1, Census Tract 1038, Salt Lake County, Utah"
"98323","22630","1500000US490351038002","Block Group 2, Census Tract 1038, Salt Lake County, Utah"
"81188","14162","1500000US490351039001","Block Group 1, Census Tract 1039, Salt Lake County, Utah"
"92000","28349","1500000US490351039002","Block Group 2, Census Tract 1039, Salt Lake County, Utah"
"100278","20882","1500000US490351039003","Block Group 3, Census Tract 1039, Salt Lake County, Utah"
"84688","34669","1500000US490351040001","Block Group 1, Census Tract 1040, Salt Lake County, Utah"
"114597","5127","1500000US490351040002","Block Group 2, Census Tract 1040, Salt Lake County, Utah"
"160804","50805","1500000US490351040003","Block Group 3, Census Tract 1040, Salt Lake County, Utah"
"90446","39784","1500000US490351041001","Block Group 1, Census Tract 1041, Salt Lake County, Utah"
"121667","32880","1500000US490351041002","Block Group 2, Census Tract 1041, Salt Lake County, Utah"
"115984","16357","1500000US490351042001","Block Group 1, Census Tract 1042, Salt Lake County, Utah"
"250,000+","***","1500000US490351042002","Block Group 2, Census Tract 1042, Salt Lake County, Utah"
"151176","58467","1500000US490351042003","Block Group 3, Census Tract 1042, Salt Lake County, Utah"
"122917","22548","1500000US490351042004","Block Group 4, Census Tract 1042, Salt Lake County, Utah"
"211295","46640","1500000US490351042005","Block Group 5, Census Tract 1042, Salt Lake County, Utah"
"83824","52848","1500000US490351042006","Block Group 6, Census Tract 1042, Salt Lake County, Utah"
"106146","31684","1500000US490351043001","Block Group 1, Census Tract 1043, Salt Lake County, Utah"
"77292","25027","1500000US490351043002","Block Group 2, Census Tract 1043, Salt Lake County, Utah"
"130500","18202","1500000US490351044001","Block Group 1, Census Tract 1044, Salt Lake County, Utah"
"173125","62072","1500000US490351044002","Block Group 2, Census Tract 1044, Salt Lake County, Utah"
"76094","20209","1500000US490351047001","Block Group 1, Census Tract 1047, Salt Lake County, Utah"
"96518","21931","1500000US490351047002","Block Group 2, Census Tract 1047, Salt Lake County, Utah"
"77862","28413","1500000US490351047003","Block Group 3, Census Tract 1047, Salt Lake County, Utah"
"86308","12200","1500000US490351048001","Block Group 1, Census Tract 1048, Salt Lake County, Utah"
"89250","29145","1500000US490351048002","Block Group 2, Census Tract 1048, Salt Lake County, Utah"
"74394","24864","1500000US490351048003","Block Group 3, Census Tract 1048, Salt Lake County, Utah"
"81500","26113","1500000US490351048004","Block Group 4, Census Tract 1048, Salt Lake County, Utah"
"71165","8016","1500000US490351049001","Block Group 1, Census Tract 1049, Salt Lake County, Utah"
"58750","14173","1500000US490351049002","Block Group 2, Census Tract 1049, Salt Lake County, Utah"
"50625","31741","1500000US490351049003","Block Group 3, Census Tract 1049, Salt Lake County, Utah"
"163875","55110","1500000US490351101021","Block Group 1, Census Tract 1101.02, Salt Lake County, Utah"
"109063","27305","1500000US490351101022","Block Group 2, Census Tract 1101.02, Salt Lake County, Utah"
"145074","51192","1500000US490351101023","Block Group 3, Census Tract 1101.02, Salt Lake County, Utah"
"127625","35175","1500000US490351101031","Block Group 1, Census Tract 1101.03, Salt Lake County, Utah"
"116750","47335","1500000US490351101032","Block Group 2, Census Tract 1101.03, Salt Lake County, Utah"
"109957","38251","1500000US490351101033","Block Group 3, Census Tract 1101.03, Salt Lake County, Utah"
"156250","39933","1500000US490351101041","Block Group 1, Census Tract 1101.04, Salt Lake County, Utah"
"142143","43370","1500000US490351101042","Block Group 2, Census Tract 1101.04, Salt Lake County, Utah"
"107375","26424","1500000US490351101043","Block Group 3, Census Tract 1101.04, Salt Lake County, Utah"
"149208","28441","1500000US490351101044","Block Group 4, Census Tract 1101.04, Salt Lake County, Utah"
"112279","18643","1500000US490351102001","Block Group 1, Census Tract 1102, Salt Lake County, Utah"
"113929","31801","1500000US490351102002","Block Group 2, Census Tract 1102, Salt Lake County, Utah"
"91000","44118","1500000US490351102003","Block Group 3, Census Tract 1102, Salt Lake County, Utah"
"113438","16837","1500000US490351102004","Block Group 4, Census Tract 1102, Salt Lake County, Utah"
"79531","36154","1500000US490351102005","Block Group 5, Census Tract 1102, Salt Lake County, Utah"
"66833","31162","1500000US490351103001","Block Group 1, Census Tract 1103, Salt Lake County, Utah"
"-","**","1500000US490351103002","Block Group 2, Census Tract 1103, Salt Lake County, Utah"
"91231","8906","1500000US490351103003","Block Group 3, Census Tract 1103, Salt Lake County, Utah"
"76331","32617","1500000US490351103004","Block Group 4, Census Tract 1103, Salt Lake County, Utah"
"113125","19367","1500000US490351103005","Block Group 5, Census Tract 1103, Salt Lake County, Utah"
"96618","46038","1500000US490351103006","Block Group 6, Census Tract 1103, Salt Lake County, Utah"
"128750","62321","1500000US490351104011","Block Group 1, Census Tract 1104.01, Salt Lake County, Utah"
"59844","15469","1500000US490351104012","Block Group 2, Census Tract 1104.01, Salt Lake County, Utah"
"52426","15047","1500000US490351104013","Block Group 3, Census Tract 1104.01, Salt Lake County, Utah"
"81375","18624","1500000US490351104021","Block Group 1, Census Tract 1104.02, Salt Lake County, Utah"
"64688","11699","1500000US490351104022","Block Group 2, Census Tract 1104.02, Salt Lake County, Utah"
"132422","36550","1500000US490351104023","Block Group 3, Census Tract 1104.02, Salt Lake County, Utah"
"91406","16337","1500000US490351105001","Block Group 1, Census Tract 1105, Salt Lake County, Utah"
"115482","12396","1500000US490351105002","Block Group 2, Census Tract 1105, Salt Lake County, Utah"
"64725","62547","1500000US490351105003","Block Group 3, Census Tract 1105, Salt Lake County, Utah"
"56579","27438","1500000US490351105004","Block Group 4, Census Tract 1105, Salt Lake County, Utah"
"105469","47092","1500000US490351106001","Block Group 1, Census Tract 1106, Salt Lake County, Utah"
"97500","22314","1500000US490351106002","Block Group 2, Census Tract 1106, Salt Lake County, Utah"
"124844","47477","1500000US490351106003","Block Group 3, Census Tract 1106, Salt Lake County, Utah"
"65938","22892","1500000US490351106004","Block Group 4, Census Tract 1106, Salt Lake County, Utah"
"176786","40046","1500000US490351106005","Block Group 5, Census Tract 1106, Salt Lake County, Utah"
"63523","15137","1500000US490351107011","Block Group 1, Census Tract 1107.01, Salt Lake County, Utah"
"83625","17458","1500000US490351107012","Block Group 2, Census Tract 1107.01, Salt Lake County, Utah"
"117563","37921","1500000US490351107021","Block Group 1, Census Tract 1107.02, Salt Lake County, Utah"
"86375","20756","1500000US490351107022","Block Group 2, Census Tract 1107.02, Salt Lake County, Utah"
"77708","57254","1500000US490351107023","Block Group 3, Census Tract 1107.02, Salt Lake County, Utah"
"60078","14943","1500000US490351107024","Block Group 4, Census Tract 1107.02, Salt Lake County, Utah"
"46700","24399","1500000US490351108001","Block Group 1, Census Tract 1108, Salt Lake County, Utah"
"70568","13408","1500000US490351108002","Block Group 2, Census Tract 1108, Salt Lake County, Utah"
"98274","27313","1500000US490351108003","Block Group 3, Census Tract 1108, Salt Lake County, Utah"
"58643","12422","1500000US490351108004","Block Group 4, Census Tract 1108, Salt Lake County, Utah"
"129167","63291","1500000US490351109001","Block Group 1, Census Tract 1109, Salt Lake County, Utah"
"137557","72850","1500000US490351109002","Block Group 2, Census Tract 1109, Salt Lake County, Utah"
"151667","70853","1500000US490351109003","Block Group 3, Census Tract 1109, Salt Lake County, Utah"
"99583","35596","1500000US490351109004","Block Group 4, Census Tract 1109, Salt Lake County, Utah"
"115060","36294","1500000US490351110011","Block Group 1, Census Tract 1110.01, Salt Lake County, Utah"
"133750","37363","1500000US490351110012","Block Group 2, Census Tract 1110.01, Salt Lake County, Utah"
"103156","17173","1500000US490351110013","Block Group 3, Census Tract 1110.01, Salt Lake County, Utah"
"106781","11431","1500000US490351110021","Block Group 1, Census Tract 1110.02, Salt Lake County, Utah"
"64494","6293","1500000US490351110022","Block Group 2, Census Tract 1110.02, Salt Lake County, Utah"
"158750","46880","1500000US490351110023","Block Group 3, Census Tract 1110.02, Salt Lake County, Utah"
"66851","32941","1500000US490351111011","Block Group 1, Census Tract 1111.01, Salt Lake County, Utah"
"63615","12709","1500000US490351111012","Block Group 2, Census Tract 1111.01, Salt Lake County, Utah"
"52794","44517","1500000US490351111013","Block Group 3, Census Tract 1111.01, Salt Lake County, Utah"
"102933","16895","1500000US490351111014","Block Group 4, Census Tract 1111.01, Salt Lake County, Utah"
"50302","15954","1500000US490351111021","Block Group 1, Census Tract 1111.02, Salt Lake County, Utah"
"72604","35905","1500000US490351111022","Block Group 2, Census Tract 1111.02, Salt Lake County, Utah"
"56554","21254","1500000US490351111023","Block Group 3, Census Tract 1111.02, Salt Lake County, Utah"
"79408","35734","1500000US490351111024","Block Group 4, Census Tract 1111.02, Salt Lake County, Utah"
"67500","25482","1500000US490351111031","Block Group 1, Census Tract 1111.03, Salt Lake County, Utah"
"61250","16755","1500000US490351111032","Block Group 2, Census Tract 1111.03, Salt Lake County, Utah"
"104188","41334","1500000US490351111033","Block Group 3, Census Tract 1111.03, Salt Lake County, Utah"
"61635","49431","1500000US490351111034","Block Group 4, Census Tract 1111.03, Salt Lake County, Utah"
"94231","29854","1500000US490351112011","Block Group 1, Census Tract 1112.01, Salt Lake County, Utah"
"85556","22369","1500000US490351112012","Block Group 2, Census Tract 1112.01, Salt Lake County, Utah"
"61534","21611","1500000US490351112021","Block Group 1, Census Tract 1112.02, Salt Lake County, Utah"
"80302","15840","1500000US490351112022","Block Group 2, Census Tract 1112.02, Salt Lake County, Utah"
"82056","19431","1500000US490351112023","Block Group 3, Census Tract 1112.02, Salt Lake County, Utah"
"113971","28801","1500000US490351113021","Block Group 1, Census Tract 1113.02, Salt Lake County, Utah"
"81734","13978","1500000US490351113022","Block Group 2, Census Tract 1113.02, Salt Lake County, Utah"
"94236","28668","1500000US490351113023","Block Group 3, Census Tract 1113.02, Salt Lake County, Utah"
"134196","22202","1500000US490351113024","Block Group 4, Census Tract 1113.02, Salt Lake County, Utah"
"111447","52361","1500000US490351113041","Block Group 1, Census Tract 1113.04, Salt Lake County, Utah"
"101645","14484","1500000US490351113042","Block Group 2, Census Tract 1113.04, Salt Lake County, Utah"
"89837","11812","1500000US490351113051","Block Group 1, Census Tract 1113.05, Salt Lake County, Utah"
"79135","24926","1500000US490351113052","Block Group 2, Census Tract 1113.05, Salt Lake County, Utah"
"75438","14084","1500000US490351113061","Block Group 1, Census Tract 1113.06, Salt Lake County, Utah"
"128194","23233","1500000US490351113062","Block Group 2, Census Tract 1113.06, Salt Lake County, Utah"
"68387","3722","1500000US490351114001","Block Group 1, Census Tract 1114, Salt Lake County, Utah"
"78548","39882","1500000US490351114002","Block Group 2, Census Tract 1114, Salt Lake County, Utah"
"51789","20708","1500000US490351114003","Block Group 3, Census Tract 1114, Salt Lake County, Utah"
"47582","10679","1500000US490351114004","Block Group 4, Census Tract 1114, Salt Lake County, Utah"
"59083","14227","1500000US490351114005","Block Group 5, Census Tract 1114, Salt Lake County, Utah"
"37466","19621","1500000US490351114006","Block Group 6, Census Tract 1114, Salt Lake County, Utah"
"38167","6899","1500000US490351115001","Block Group 1, Census Tract 1115, Salt Lake County, Utah"
"78571","42498","1500000US490351116001","Block Group 1, Census Tract 1116, Salt Lake County, Utah"
"40818","18893","1500000US490351116002","Block Group 2, Census Tract 1116, Salt Lake County, Utah"
"39252","4414","1500000US490351116003","Block Group 3, Census Tract 1116, Salt Lake County, Utah"
"35956","26634","1500000US490351116004","Block Group 4, Census Tract 1116, Salt Lake County, Utah"
"40463","14508","1500000US490351117011","Block Group 1, Census Tract 1117.01, Salt Lake County, Utah"
"39338","11013","1500000US490351117012","Block Group 2, Census Tract 1117.01, Salt Lake County, Utah"
"32577","8431","1500000US490351117013","Block Group 3, Census Tract 1117.01, Salt Lake County, Utah"
"70147","11829","1500000US490351117021","Block Group 1, Census Tract 1117.02, Salt Lake County, Utah"
"34041","10800","1500000US490351117022","Block Group 2, Census Tract 1117.02, Salt Lake County, Utah"
"64833","8054","1500000US490351117023","Block Group 3, Census Tract 1117.02, Salt Lake County, Utah"
"41031","8327","1500000US490351117024","Block Group 4, Census Tract 1117.02, Salt Lake County, Utah"
"86075","12806","1500000US490351118011","Block Group 1, Census Tract 1118.01, Salt Lake County, Utah"
"55286","15812","1500000US490351118012","Block Group 2, Census Tract 1118.01, Salt Lake County, Utah"
"43750","5011","1500000US490351118013","Block Group 3, Census Tract 1118.01, Salt Lake County, Utah"
"58598","2291","1500000US490351118021","Block Group 1, Census Tract 1118.02, Salt Lake County, Utah"
"48551","17339","1500000US490351118022","Block Group 2, Census Tract 1118.02, Salt Lake County, Utah"
"66740","8105","1500000US490351119031","Block Group 1, Census Tract 1119.03, Salt Lake County, Utah"
"68750","25682","1500000US490351119032","Block Group 2, Census Tract 1119.03, Salt Lake County, Utah"
"53835","10021","1500000US490351119033","Block Group 3, Census Tract 1119.03, Salt Lake County, Utah"
"65855","13568","1500000US490351119041","Block Group 1, Census Tract 1119.04, Salt Lake County, Utah"
"55224","9603","1500000US490351119042","Block Group 2, Census Tract 1119.04, Salt Lake County, Utah"
"42528","10022","1500000US490351119043","Block Group 3, Census Tract 1119.04, Salt Lake County, Utah"
